client_id,cate_raw,cate_eff,rfm_segment
7bb5feb5ea,0.5060687,0.13851100319,555
796f8f6a26,0.5033205,0.13775882085,153
2343b61a58,0.442577,0.1211333249,455
7ba1a78f9a,0.43781656,0.119830392472,154
ff3f4cae3b,0.43253776,0.11838558491199999,153
196c98931c,0.43082294,0.117916238678,544
fb32ecec8e,0.42306933,0.11579407562100001,211
8a1187bf37,0.4170431,0.11414469647,255
7e6e4089d5,0.41565484,0.113764729708,154
c5822e0bab,0.41008306,0.112239733522,541
8a97561c7e,0.40821552,0.111728587824,155
436b9d37ef,0.40204448,0.110039574176,211
f0ecaaaf57,0.4017691,0.10996420267,211
329ee1c0b0,0.40164793,0.109931038441,244
01a5191270,0.39935023,0.109302157951,154
e992721acd,0.3876297,0.10609424889,355
bcaa7a87c2,0.38437074,0.10520227153799999,411
c31b68e6d4,0.3824123,0.10466624650999999,445
db4589450b,0.37852636,0.103602664732,411
d7810c783e,0.3778267,0.10341116779000001,544
1ee9422f3d,0.37768355,0.103371987635,155
f3dd8d6e9b,0.37751654,0.103326276998,514
41b307ef23,0.37678286,0.103125468782,412
cdd2f8cbba,0.37478787,0.102579440019,154
7a4fdea6a6,0.37336376,0.102189661112,211
95d14f4e7b,0.37319404,0.102143208748,134
6b27ba507a,0.36873892,0.100923842404,413
cf409dfa27,0.365883,0.10014217710000001,211
46e4a13d66,0.36543494,0.100019543078,211
51b28fd023,0.36338595,0.09945873451500001,154
4b2641f755,0.36222637,0.099141357469,153
ca5566b1a3,0.36127824,0.09888185428799999,455
8c018c97da,0.3595646,0.09841283102000001,211
6984c94991,0.35743898,0.09783104882600001,211
6404d82ba5,0.3550473,0.09717644601,311
5523cb0da1,0.35503227,0.09717233229899999,414
672ff23625,0.35406113,0.096906531281,211
e43ecbe35c,0.35249454,0.09647775559800001,341
0045f683ce,0.35234696,0.09643736295199999,411
c7e546d70a,0.35218942,0.09639424425399999,211
cfa9e4c0ad,0.35028854,0.095873973398,211
8a63b2c58d,0.34997544,0.095788277928,211
24cf454c4c,0.34880063,0.095466732431,111
a327db1b4b,0.34650427,0.094838218699,414
ef101295b8,0.34600306,0.09470103752199999,151
96e71cd64d,0.34063494,0.093231783078,121
b53dec3196,0.33771315,0.09243208915500001,155
95a98e64a1,0.33729416,0.092317411592,413
5e2ff4d41d,0.3368382,0.09219261533999999,153
34a46b0abf,0.3357935,0.09190668095,341
b69156b6be,0.33401385,0.091419590745,154
d9206be526,0.33148688,0.090727959056,111
fbc32d81db,0.3264548,0.08935067876,312
b97b8eb2b4,0.32406905,0.088697698985,111
205a845a5b,0.32355544,0.08855712392800001,211
5d3cc57a65,0.32294598,0.08839031472600001,111
e995fbfc83,0.3215326,0.08800347262,355
4d9e86daab,0.3208622,0.08781998414,352
361952c310,0.31976202,0.087518864874,151
05368ed8af,0.3186047,0.08720210639,214
0e8f3831e3,0.31798673,0.087032968001,351
6868118e18,0.3162481,0.08655710496999999,332
017eadc335,0.3156039,0.08638078743,211
661b6416bf,0.31482422,0.08616738901399999,234
4476da9136,0.3137365,0.08586968005,411
322785e728,0.31364846,0.085845583502,314
b371880d06,0.31363738,0.085842550906,341
608ea160b4,0.31362194,0.085838324978,154
6569b54f16,0.31236756,0.085495001172,413
51ff61429e,0.3123455,0.08548896335,211
9926f972e0,0.31206566,0.08541237114200001,211
d8ae180044,0.31110775,0.085150191175,121
d26a125eb4,0.31062537,0.085018163769,335
195e2360e6,0.3104944,0.08498231728,514
fb9a44eccc,0.3095504,0.08472394448000001,154
d17fc8b781,0.30902493,0.084580123341,551
05389caf09,0.3088894,0.08454302877999999,211
a97532a606,0.30828667,0.08437806157899999,111
22206cf06e,0.30822685,0.084361688845,211
873cd0d420,0.30787957,0.084266638309,253
3044d59c82,0.30738235,0.084130549195,311
b675d03902,0.30688053,0.083993201061,514
3c421bb085,0.30617306,0.083799566522,414
5e3bcbd30f,0.30609524,0.083778267188,111
c9efa03755,0.30559692,0.083641877004,144
3ea0aa074a,0.30449164,0.083339361868,352
05f720c77d,0.30366609,0.083113408833,335
a2369c229d,0.30347788,0.083061895756,342
eab39900e8,0.30318582,0.082981958934,152
23455fa635,0.30090746,0.08235837180200001,155
142c9e5509,0.300454,0.0822342598,144
4b90b56a6f,0.2998079,0.08205742223000001,313
0642d048db,0.2994649,0.08196354313,153
5c489b3235,0.2986669,0.08174513053,221
a6e6773125,0.29846728,0.081690494536,235
fe9edd7cc7,0.29791325,0.08153885652500001,111
3d9ff10bd8,0.29758307,0.081448486259,444
ef0c610f2a,0.2975112,0.08142881544,154
419963c5dd,0.29706678,0.08130717768599999,411
364d061a74,0.29703847,0.08129942923899999,153
feafe12a60,0.2970137,0.08129264969,111
6f0cf7c0e0,0.29688165,0.081256507605,245
f5b870f002,0.29665518,0.081194522766,413
73b1da135b,0.2957504,0.08094688448000001,511
03221f4728,0.29475522,0.08067450371399999,514
7d37c83e6e,0.29473358,0.080668580846,111
360eee3aff,0.29457432,0.080624991384,511
341aaf23f8,0.29451108,0.080607682596,441
580f980533,0.2934394,0.08031436378000001,521
c9e1ad1db8,0.29271337,0.080115649369,411
d9b3f8e560,0.2926885,0.08010884245000001,155
8bb56dd4bb,0.29226312,0.079992415944,411
220166db1d,0.29167354,0.079831047898,311
27ad7bdcff,0.29045296,0.079496975152,314
479f6114fc,0.28922322,0.079160395314,411
cf49fb65b2,0.28834766,0.078920754542,211
10f6147f52,0.28827107,0.078899791859,352
3d5ece9e0e,0.28818947,0.078877457939,342
ab69e15f6c,0.28782684,0.07877820610799999,313
221d9f922a,0.28748986,0.07868597468199999,514
189d1645a2,0.2871232,0.07858561984000001,511
5bd2cc6e66,0.2870955,0.07857803835,311
fe657c3890,0.2866645,0.07846007365,211
9752d53d06,0.2853601,0.07810305937,444
412a096b7a,0.2850125,0.07800792125,143
b7c6afc6a1,0.28455698,0.077883245426,111
dbee513f63,0.28442645,0.07784751936499999,153
1f06fe6f34,0.28398046,0.077725451902,211
3c7dd60e78,0.28374445,0.077660855965,412
38571fccdd,0.2835671,0.07761231527000001,325
d776fa749f,0.28209606,0.07720969162199999,111
ce6a931cb4,0.28175434,0.07711616285799999,531
a6028bca5a,0.28169924,0.077101081988,411
c17c98979b,0.28153387,0.07705582021900001,411
343a466f47,0.2812088,0.07696684856,554
b3fd558365,0.28118142,0.076959354654,145
6b19be2bc3,0.28073016,0.07683584479200001,411
a1b0f5076b,0.28041744,0.076750253328,511
52776a6e3d,0.28027332,0.076710807684,211
307d7f21c1,0.279987,0.0766324419,153
860bd2070d,0.27983284,0.076590248308,111
7f044cef0d,0.2797523,0.07656820451,235
19bbfbbfe1,0.27951145,0.07650228386499999,533
ff47ffe826,0.27935642,0.076459852154,211
4b650f5c98,0.27930737,0.076446427169,413
6e9a5d238d,0.2788294,0.07631560678,511
804eb2e97d,0.27856618,0.076243563466,541
931fdd3c35,0.27852812,0.07623314644399999,211
d868b09ff6,0.27828866,0.076167606242,111
e374eb9269,0.2782688,0.07616217055999999,411
a8e4af1359,0.2781704,0.07613523847999999,341
95594952b2,0.2778449,0.07604614913,411
9a4589613c,0.2771901,0.07586693037,311
bca46517cf,0.27614626,0.075581231362,521
e490febdc8,0.2760172,0.07554590764,211
241c10201a,0.27563852,0.075442262924,441
f7ee53be79,0.2755742,0.07542465854,111
fd7cc3a836,0.2748909,0.07523763933,254
006dec5b5a,0.27440846,0.07510559550200001,111
12cea929c0,0.27422604,0.07505566714800001,211
d5cbc17430,0.27417764,0.075042420068,113
c31ad99489,0.27403057,0.07500216700899999,355
c218ef608e,0.27368748,0.07490826327599999,124
b7b15ff343,0.27360445,0.074885537965,154
889e6dab5a,0.27345014,0.074843303318,111
e8df8c9f9b,0.27338314,0.074824965418,145
7a8f4609a7,0.27337116,0.074821686492,231
e28b59908d,0.27323538,0.07478452350600001,411
404c7e9a31,0.27270934,0.074640546358,335
91aa7dbb1a,0.271833,0.0744006921,255
d8e0174627,0.27143797,0.07429257238899999,111
ce6a44ca81,0.27124107,0.074238680859,152
12304e9fa4,0.27092314,0.074151663418,144
9bf35efc64,0.27085438,0.074132843806,321
c9066b241b,0.27064884,0.074076587508,341
ac5e1bd1bf,0.27053538,0.074045533506,155
a3b55f32bf,0.27034163,0.073992504131,155
6ff763aa2f,0.26942778,0.073742383386,121
b1354ba905,0.26938027,0.073729379899,231
553ab5faea,0.2687873,0.07356708401,111
743a96e7ce,0.26870602,0.073544837674,145
03be061ac1,0.2683625,0.07345081625,254
b7797968bb,0.26811004,0.073381717948,311
73caa88776,0.26804587,0.073364154619,223
b3f2879812,0.26751953,0.073220095361,452
4c4a07d9b0,0.2673957,0.07318620309,411
5b66957e78,0.2673672,0.07317840264,121
cbc1c41f93,0.26716524,0.073123126188,511
dd8fc5474d,0.26681814,0.073028124918,544
c0b04bf71c,0.26672065,0.073001441905,511
e37941ceed,0.26666385,0.07298589574499999,351
7e770a37d9,0.26609582,0.07283042593399999,311
66171a090e,0.26568064,0.072716791168,111
c96cf0c827,0.2655695,0.07268637215,211
68c409c69f,0.26499355,0.07252873463500001,522
3dd0c30a69,0.2642725,0.07233138325,411
62891524eb,0.26390183,0.072229930871,543
a4799e0571,0.26388606,0.07222561462199999,414
e93e9e8221,0.26363134,0.07215589775799999,324
7878db3193,0.2635178,0.07212482186000001,151
9323a884ac,0.26348948,0.072117070676,211
51378ef600,0.26336306,0.072082469522,211
f8ea00cca5,0.26322877,0.072045714349,153
6f88e1af81,0.26275337,0.071915597369,211
d32cf4bec9,0.2627256,0.07190799672,211
032731bf8f,0.26270825,0.07190324802499999,152
a73687896e,0.26262438,0.071880292806,121
25cff27cd6,0.26167455,0.071620324335,211
c5f8a636f2,0.26156473,0.071590266601,234
182294745d,0.26153105,0.071581048385,111
79168d27d7,0.26107064,0.071455034168,514
9b64317f09,0.26064602,0.071338815674,111
52352c7f57,0.25999668,0.071161091316,144
b57ba8e6ba,0.2599927,0.07116000199,411
72b6338fec,0.25996324,0.071151938788,335
8076defbed,0.25970358,0.071080869846,532
36709da1b9,0.25944906,0.07101120772200001,553
6bb797018f,0.2593374,0.07098064638,522
e44544294a,0.25925988,0.070959429156,342
fb8c57598b,0.25906384,0.070905773008,221
ffd0e97286,0.25899658,0.070887363946,211
4038048e82,0.2587859,0.07082970083000001,551
6bac660563,0.25827968,0.07069114841600001,321
c69e592555,0.25825855,0.070685365135,234
aecadb1d27,0.25774124,0.070543777388,151
ffe2d2bdbc,0.25766677,0.07052339494899999,451
0110dbc44c,0.2573531,0.07043754347,225
c4972c60bb,0.25732562,0.07043002219399999,211
51a74744ea,0.25685525,0.070301281925,311
052aad6220,0.25654548,0.070216497876,111
0628ebcdb5,0.2563858,0.07017279346,225
d39fbaae85,0.2563269,0.07015667253,211
f5e6f3aed1,0.25631133,0.070152411021,111
ce6f2ffe69,0.25605547,0.070082382139,211
c61baf5b6e,0.25584793,0.070025578441,121
a8200c9d94,0.25575116,0.069999092492,411
5c270e445b,0.25528115,0.06987045075500001,211
28f1f3f72b,0.25493827,0.069776604499,411
9d3c114b9e,0.25490138,0.069766507706,411
7f936b572c,0.25483686,0.069748848582,221
12f00a8f28,0.25480193,0.06973928824100001,551
e2a3099f78,0.2541915,0.06957221355,521
b3ca65c645,0.2541296,0.06955527152,153
dff39e7940,0.25405726,0.069535472062,131
ea9ff67b8a,0.2534878,0.06937961086,511
7fd0784fa4,0.2532976,0.06932755312,314
44e0cb1791,0.25307655,0.069267051735,111
5d6ffcddae,0.2528441,0.06920343017000001,111
173caede87,0.25222588,0.069034223356,211
115d6963ec,0.25211495,0.069003861815,111
210d4b29ac,0.25195447,0.068959938439,144
8aa77e297a,0.25195447,0.068959938439,521
aa8b5e821f,0.25186586,0.068935685882,331
470ad07791,0.2517009,0.06889053633,144
5e95a7b985,0.25165522,0.068878033714,241
429998d5d2,0.2514465,0.06882090705,551
302a02ce3c,0.25040492,0.068535826604,235
4aac7e8a06,0.25036925,0.068526063725,544
9642eaaa68,0.250324,0.06851367879999999,111
e33b611ae1,0.25031388,0.068510908956,144
177d4790f9,0.25026554,0.068497678298,111
690c74d58a,0.2501891,0.06847675667,225
505db02de2,0.25018594,0.068475891778,311
ff90983ae2,0.25010094,0.068452627278,153
63653dc36b,0.25006646,0.06844319010199999,111
13dead7aff,0.24970415,0.068344025855,511
5d37b32599,0.24967465,0.068335951705,221
91d40f27a9,0.24942738,0.068268273906,321
5c73c128f3,0.2493124,0.06823680388,341
ca98771aef,0.24926576,0.068224038512,311
a6ca37fd81,0.24926376,0.068223491112,211
4beafd7ca1,0.24918899,0.068203026563,211
a2ffef9cad,0.24917349,0.068198784213,411
ec1a172367,0.24884558,0.068109035246,522
f6081c84bf,0.24872988,0.06807736815599999,411
c962644967,0.24872771,0.068076774227,143
01772675ad,0.24858296,0.068037156152,121
53c2f6fe75,0.2485609,0.06803111833,425
bd3f929177,0.2482048,0.06793365376,311
b0d895f879,0.24772453,0.067802203861,111
4be510e6a8,0.24765944,0.06778438872800001,431
9d8fc73353,0.2474044,0.06771458428,111
b6e3b184e6,0.24724457,0.067670838809,111
6c4351d5a1,0.24709061,0.067628699957,415
405c1a176d,0.24691434,0.067580454858,211
5452f925e3,0.24657741,0.067488237117,215
93e6454f0c,0.24634612,0.067424933044,411
00d699bda0,0.2462031,0.06738578847,152
38ab7e5a21,0.24574846,0.06726135350200001,231
cd64f66d21,0.24571642,0.067252584154,235
d902da9a5e,0.2452766,0.06713220542000001,411
d0c0fef3e1,0.24478847,0.066998604239,211
6eba9a7900,0.24476105,0.066991099385,145
812b446716,0.24444574,0.06690479903799999,411
6cda5bb589,0.24419813,0.066837028181,314
900894b9db,0.24397337,0.06677551136899999,513
70f4fcf4ce,0.24375272,0.066715119464,435
f9d1f48405,0.2437016,0.06670112791999999,215
60898fbda0,0.2435776,0.06666718912,434
2c42c62620,0.24346834,0.066637284658,513
c24414eacd,0.24327916,0.066585506092,324
f31a53554c,0.2431547,0.06655144139,414
1ba1755d6c,0.24293569,0.066491498353,214
869eb3b928,0.24270204,0.066427548348,511
ef61f4584b,0.2426669,0.06641793053,111
777ac9a077,0.24264938,0.066413135306,252
c58536df7e,0.24231428,0.066321418436,421
1dc2e355e2,0.24219763,0.066289491331,153
9057422390,0.24199995,0.06623538631499999,121
081eb01085,0.24182051,0.066186273587,321
6788524fbb,0.2417456,0.06616577072,211
ba48761e0b,0.24149394,0.066096891378,511
3c4aefe956,0.24136919,0.066062747303,211
f9ab8bf2a9,0.2413532,0.06605837083999999,211
c7e25c3821,0.24104735,0.06597465969499999,412
ed5f52ecd3,0.24104396,0.065973731852,121
2447c1f1e4,0.24100316,0.065962564892,324
a3c794ef26,0.24085078,0.065920858486,221
5ca02a9822,0.24081048,0.065909828376,411
ca00682d0c,0.24065775,0.065868026175,543
7fd6ed88aa,0.24058798,0.065848930126,235
645492525c,0.24057199,0.065844553663,211
fcfc07ad03,0.2400713,0.06570751480999999,135
35e2b658c6,0.239683,0.0656012371,511
2727fc50c3,0.23946996,0.065542928052,111
72fd5b8e82,0.23934299,0.065508176363,442
ea9ecb6fae,0.23933452,0.065505858124,311
7f3317dc79,0.23919383,0.065467351271,153
9247b126cc,0.23915014,0.065455393318,155
083df7165b,0.23849228,0.065275337036,311
2fe3793b9a,0.2384613,0.06526685781,111
ed79815ebf,0.23825705,0.065210954585,511
1095d2d865,0.23818311,0.065190717207,111
64f13d608a,0.23817787,0.065189283019,511
295a19f724,0.23817489,0.065188467393,411
d8530d2b1f,0.23808444,0.065163711228,341
40a32373b5,0.23791558,0.065117494246,312
a574547904,0.23737408,0.064969285696,314
5c080eec02,0.23723504,0.064931230448,412
bca6e9a3c2,0.23719382,0.064919948534,332
fa07d0c07b,0.23696941,0.064858527517,514
d9c0e6ca76,0.2368091,0.06481465067,321
7a8f1155be,0.23662707,0.064764829059,221
e328e2bb73,0.23656988,0.064749176156,121
a736f963ac,0.23640525,0.064704116925,142
12f4030d62,0.23627043,0.064667216691,542
539bce70a6,0.23622859,0.064655765083,153
de82515d78,0.2358424,0.06455006488000001,411
80eb179e78,0.23565152,0.06449782102400001,411
88b9817a4d,0.23547348,0.064449091476,411
f44fe5a853,0.23524362,0.06438617879399999,111
dbcc0eae32,0.235041,0.0643307217,111
c2ebea9cf4,0.23501927,0.064324774199,142
1ad90a571d,0.23476776,0.064255935912,413
4e19aa65fd,0.2347269,0.06424475252999999,111
323672b7d1,0.23440474,0.064156577338,324
e8ab6afc6d,0.23439908,0.064155028196,543
be76a46fd2,0.23432022,0.064133444214,144
04f49fca2c,0.23396443,0.064036064491,211
4080852c9b,0.23377125,0.063983191125,314
dc0d21ea7e,0.2336824,0.06395887288,121
9375a175cc,0.2336657,0.06395430209,421
ce9f071adf,0.23352665,0.063916244105,121
a1bae4eacc,0.2335097,0.06391160489,211
cc616a46b3,0.23325348,0.063841477476,153
e054f35d85,0.23301226,0.063775455562,421
87d5e7497a,0.2329396,0.06375556852,421
5398093249,0.23289907,0.063744475459,421
49d75e56b5,0.23268726,0.06368650306200001,532
024718ab5f,0.23250556,0.063636771772,211
57ac2a5479,0.23248807,0.06363198475899999,321
5c95c2f7c8,0.23234057,0.063591614009,241
6304f2d7e9,0.23228464,0.063576305968,221
ad8fc72be1,0.23217827,0.063547192499,311
5efc42b8d9,0.23210692,0.06352766400399999,221
d3c765b472,0.23206949,0.063517419413,543
325ea92b80,0.23199037,0.063495764269,211
010aca319f,0.23179507,0.063442310659,411
42ff65edb2,0.23168504,0.063412195448,453
9d506ea332,0.23157552,0.063382219824,411
81cce740f7,0.23147881,0.063355750297,214
4aa087d3bd,0.23127787,0.063300753019,211
e909475294,0.23065513,0.06313030908100001,341
df650be4e0,0.23049158,0.063085545446,411
31fd9a09a0,0.23035464,0.063048064968,215
e44e4f0f99,0.2301597,0.06299470989,421
aba34d9cd6,0.23000228,0.062951624036,411
d2a4fc3272,0.22985432,0.062911127384,121
7ec9fedd4b,0.22979781,0.062895660597,211
ef4b63f2bc,0.22943908,0.062797476196,155
6752e390ee,0.22935557,0.062774619509,245
81e4d453c8,0.22926962,0.062751094994,151
d31178d257,0.22925326,0.062746617262,154
0752d88f47,0.22922713,0.062739465481,211
5ed5de6237,0.22922325,0.062738403525,431
aa37daf477,0.22918049,0.062726700113,211
432f2d4ca5,0.22890845,0.062652242765,135
13c9daf2be,0.22860038,0.062567924006,351
26d1f1be70,0.22852755,0.06254799043499999,524
be91f3a6b1,0.22818874,0.062455258138,311
c2d01f0390,0.22815546,0.062446149402,211
c9b42df68c,0.22809988,0.062430937156,411
ad9b89a7c5,0.22809273,0.062428980200999996,312
e4b31dbfa5,0.22807762,0.062424844594,153
47460ef2b2,0.22796422,0.062393807014,512
bedbd8c9df,0.22795326,0.062390807262,211
222f05b1e0,0.22785139,0.062362925443,325
8ef6c160f5,0.22763506,0.062303715922,332
26376da1e5,0.22759193,0.062291911240999996,135
86781d57c5,0.22757973,0.062288572101,111
065f8b49b8,0.22754398,0.062278787326,312
ca62a29d56,0.22735316,0.062226559892,211
4896a85e87,0.22731385,0.062215800745,214
2e3ab6f6f7,0.2272827,0.06220727499,121
21b60e6dca,0.22727281,0.062204568097,551
69467f621c,0.2272147,0.062188663389999996,511
1e3af505e4,0.22719294,0.062182707678,511
3483862bf7,0.22709352,0.062155496424,444
04c62896af,0.22702858,0.062137722346,511
0bf385d2eb,0.2269401,0.06211350537,314
0e39b537db,0.22692156,0.062108430972,412
dd6911ac5a,0.22676033,0.062064302321,151
d1633f79d0,0.22673708,0.062057938796,231
60800e2244,0.2267113,0.06205088281,211
a6f6396dd9,0.22646107,0.061982394859,211
852f4b202f,0.2263445,0.06195048965,111
83a4472db6,0.22602782,0.061863814334,221
0332702d26,0.2258783,0.06182289071,111
5b4d745f65,0.22584632,0.061814137783999995,214
e6a7e93f91,0.2258144,0.06180540128,551
faeccd2d28,0.22578424,0.061797146488,253
f894a40776,0.2257452,0.06178646124,211
ae998f2f11,0.2256568,0.061762266159999996,441
6d4a84e9f3,0.22561625,0.061751167625,114
073ed20f42,0.2255634,0.06173670258,512
b655870d5e,0.22556245,0.061736442565,421
83f1bc8f42,0.22535849,0.061680618713,334
93f60afd30,0.22535165,0.061678746604999994,111
bb2c8c718f,0.22531492,0.061668693604,321
c5b74e7d7f,0.22531188,0.061667861556,115
62aef1a244,0.22509435,0.061608323595,222
9a4251467b,0.22496039,0.061571658743,421
1e67b42fc0,0.2249139,0.06155893443,452
02c6f22883,0.22483635,0.061537708994999996,411
b5d990a655,0.22471273,0.061503874201,414
d751d98266,0.22439623,0.061417248151,134
a1454dea88,0.2243788,0.06141247756,415
23b8729d3e,0.22399524,0.061307497188,413
fcb2e5aed6,0.22397515,0.061301998555,155
32dd545189,0.22396228,0.061298476036000006,414
4de60ece00,0.22396038,0.06129795600599999,314
e3be2d0788,0.22395954,0.061297726098,421
12e502d724,0.2237097,0.06122934489,553
43bdb5e604,0.2235015,0.06117236055,243
aed74e36e7,0.22339639,0.061143591943,155
6c168a6b00,0.22332987,0.061125385419000006,211
c812035a69,0.22329873,0.061116862401,155
0f8ba53d01,0.22325432,0.061104707384,543
c0a75e4209,0.22290888,0.061010160456,111
9c7f9407aa,0.22289516,0.061006405292,211
098ff68c4e,0.22277129,0.060972502073,154
58f45760fe,0.22265413,0.060940435381000004,411
3b2d24fa46,0.22256581,0.060916262197,111
ce06de8160,0.2225051,0.060899645870000005,413
29f00a9eb5,0.22234866,0.060856828242,211
